
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
6E:C2:42:57:A6:B2, 2025-12-30 22:20:09, 2025-12-31 23:26:19, 11, 130, WPA2, CCMP, PSK, -82,     2816,        0,   0.  0.  0.  0,   0, , 
AA:A3:99:A7:57:38, 2025-12-30 22:20:09, 2025-12-31 23:26:17,  1, 130, WPA2, CCMP, PSK, -58,     4392,    14627,   0.  0.  0.  0,   7, Kuldeep, 
AA:A3:99:A7:57:3C, 2025-12-30 22:20:09, 2025-12-31 23:26:17,  1, 130, WPA2, CCMP, PSK, -58,     4478,     1058,   0.  0.  0.  0,  10, Kuldeep_5G, 
6C:C2:42:67:A6:B2, 2025-12-30 22:20:09, 2025-12-31 23:26:12, 11, 130, WPA2, CCMP, PSK, -77,     2819,        0,   0.  0.  0.  0,   8, Shubh-5G, 
FC:22:F4:2E:A0:62, 2025-12-30 22:20:09, 2025-12-31 23:26:19,  6, 130, WPA2, CCMP TKIP, PSK, -43,     5386,    44995,   0.  0.  0.  0,   7, Dhairya, 
20:89:8A:B8:F7:42, 2025-12-30 22:20:09, 2025-12-31 23:26:19,  6, 130, WPA2, CCMP, PSK, -69,     5099,      237,   0.  0.  0.  0,  13, Jaspreet57_4G, 
44:95:3B:21:25:20, 2025-12-30 22:20:10, 2025-12-31 23:26:18,  9, 270, WPA2, CCMP TKIP, PSK, -84,      974,      138,   0.  0.  0.  0,  12, MS_Ajmani_A2, 
14:EB:B6:C2:D4:6A, 2025-12-30 22:20:11, 2025-12-31 23:26:18,  3, 270, WPA2, CCMP, PSK, -80,     7807,      206,   0.  0.  0.  0,  12, First Floor , 
3C:84:6A:8C:FC:DE, 2025-12-30 22:20:12, 2025-12-31 23:26:18,  3, 130, WPA2, CCMP, PSK, -72,     4598,       87,   0.  0.  0.  0,  12, ES_Study_2.4, 
4C:93:A6:8A:D0:82, 2025-12-30 22:20:12, 2025-12-31 23:26:19,  5, 130, WPA2, CCMP, PSK, -77,     3844,      976,   0.  0.  0.  0,   7, LAKSHYA, 
AC:15:A2:66:F5:CD, 2025-12-30 22:20:12, 2025-12-31 23:26:18,  4, 130, WPA2, CCMP, PSK, -86,     2842,     3695,   0.  0.  0.  0,  11, ACTFIBERNET, 
64:FB:92:B0:25:F0, 2025-12-30 22:20:12, 2025-12-31 23:26:19, 10, 270, WPA2, CCMP TKIP, PSK, -84,     2439,        0,   0.  0.  0.  0,  15, www.excitel.com, 
D8:47:32:43:6E:D6, 2025-12-30 22:20:12, 2025-12-31 17:38:36,  6, 130, WPA2 WPA, CCMP TKIP, PSK, -88,     2689,        0,   0.  0.  0.  0,   9, 270086434, 
78:BB:C1:1E:42:49, 2025-12-30 22:20:12, 2025-12-31 23:26:19, 11, 130, WPA2, CCMP TKIP, PSK, -69,     5282,      135,   0.  0.  0.  0,  16, Airtel_kara_6585, 
64:FB:92:B0:25:EF, 2025-12-30 22:20:12, 2025-12-31 23:26:19, 10, 270, WPA2, CCMP TKIP, PSK, -86,     2473,      101,   0.  0.  0.  0,  14, Excitel_amaira, 
B0:7F:B9:44:83:6D, 2025-12-30 22:20:12, 2025-12-31 23:26:19,  6, 130, WPA2, CCMP TKIP, PSK, -81,     1127,       33,   0.  0.  0.  0,  11, kabir55_EXT, 
E8:65:D4:9A:F0:09, 2025-12-30 22:20:12, 2025-12-31 17:38:40,  6, 270, WPA2 WPA, CCMP, PSK, -87,     1913,       81,   0.  0.  0.  0,   9, Babal1955, 
C0:8F:20:0F:BE:2B, 2025-12-30 22:20:16, 2025-12-31 12:34:32, 11, 270, WPA2 WPA, CCMP TKIP, PSK, -84,     1941,      435,   0.  0.  0.  0,  15, Skyworth_0AE195, 
20:0C:86:9D:B4:E9, 2025-12-30 22:20:20, 2025-12-31 23:26:09,  6, 130, WPA2, CCMP TKIP, PSK, -84,      899,       83,   0.  0.  0.  0,  16, Airtel_nikh_6506, 
10:55:E4:C7:F7:12, 2025-12-30 22:20:27, 2025-12-31 23:26:16,  1, 130, WPA2 WPA, CCMP TKIP, PSK, -75,     2429,       43,   0.  0.  0.  0,  15, Skyworth_3660A5, 
74:DA:88:F3:9A:54, 2025-12-30 22:20:28, 2025-12-31 17:55:57,  1, 270, WPA2, CCMP, PSK, -89,     1375,       31,   0.  0.  0.  0,   9, 2nd Floor, 
10:0C:6B:DC:FC:31, 2025-12-30 22:21:29, 2025-12-31 17:55:50,  2, 130, WPA2, CCMP TKIP, PSK, -87,       12,        0,   0.  0.  0.  0,  14, Ganiah55_2GEXT, 
8C:A3:99:E6:5A:21, 2025-12-30 22:24:25, 2025-12-31 17:55:57,  1, 130, WPA2, CCMP TKIP, PSK, -85,      644,       22,   0.  0.  0.  0,  16, Airtel_kara_6585, 
62:DA:0C:B3:32:02, 2025-12-30 22:26:58, 2025-12-31 17:55:57,  1, 130, WPA2, CCMP, PSK, -87,      957,      159,   0.  0.  0.  0,  10, Harmeet 5g, 
62:DA:0C:B3:32:06, 2025-12-30 22:26:58, 2025-12-31 17:55:57,  1, 130, WPA2, CCMP, PSK, -89,     1119,      389,   0.  0.  0.  0,   8, arzoi_5G, 
FC:9F:2A:0C:82:5F, 2025-12-30 22:27:09, 2025-12-31 17:55:57,  1, 130, WPA2 WPA, CCMP TKIP, PSK, -87,     1208,        0,   0.  0.  0.  0,  13, Airtel_Raksha, 
44:95:3B:20:B3:00, 2025-12-30 22:28:20, 2025-12-31 12:34:32, 10, 270, WPA2, CCMP TKIP, PSK, -90,      462,        6,   0.  0.  0.  0,  12, MS_Ajmani_A1, 
44:FA:66:1B:58:08, 2025-12-31 10:16:38, 2025-12-31 12:34:33,  6,  65, OPN, ,   , -80,     2331,        0,   0.  0.  0.  0,  28, HP-Print-08-LaserJet Pro MFP, 
FC:9F:2A:27:D0:E7, 2025-12-31 10:16:41, 2025-12-31 23:26:15, 11, 130, WPA2 WPA, CCMP TKIP, PSK, -86,     1156,       46,   0.  0.  0.  0,  16, Airtel_aman_4679, 
FC:22:F4:2E:A0:63, 2025-12-31 10:43:41, 2025-12-31 10:43:41, 10,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
DA:B2:05:69:D3:CE, 2025-12-31 10:43:57, 2025-12-31 12:22:24,  6, 180, WPA2, CCMP, PSK, -89,     1109,        0,   0.  0.  0.  0,  14, Galaxy A12D510, 
50:2B:73:97:41:61, 2025-12-31 10:44:40, 2025-12-31 12:34:34,  8, 130, WPA2, CCMP TKIP, PSK, -88,      994,      134,   0.  0.  0.  0,   8, Ganiah55, 
10:55:E4:C7:01:C2, 2025-12-31 10:44:43, 2025-12-31 12:31:51,  1, 130, WPA2 WPA, CCMP TKIP, PSK, -91,      656,       23,   0.  0.  0.  0,  15, Skyworth_356B55, 
4C:22:F3:E4:D6:1F, 2025-12-31 10:45:11, 2025-12-31 12:27:58,  1,  -1, WPA, ,   ,  -1,        0,      367,   0.  0.  0.  0,   0, , 
72:DA:0C:B3:31:22, 2025-12-31 10:45:18, 2025-12-31 12:31:14, 11, 130, WPA2, CCMP, PSK, -91,       10,        1,   0.  0.  0.  0,   7, Anuj 4g, 
4C:93:A6:84:B2:B2, 2025-12-31 10:51:25, 2025-12-31 12:04:10,  2, 130, WPA2, CCMP, PSK, -90,       23,        1,   0.  0.  0.  0,   9, Tashvi_4G, 
74:DA:DA:EB:B8:30, 2025-12-31 11:31:02, 2025-12-31 17:28:16,  1, 270, WPA2, CCMP, PSK, -90,      256,       19,   0.  0.  0.  0,  10, Nishant-4G, 
D6:3D:60:D9:D7:BE, 2025-12-31 11:32:07, 2025-12-31 11:42:17,  6,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
72:DA:0C:B3:31:26, 2025-12-31 11:39:28, 2025-12-31 12:30:06, 11, 130, WPA2, CCMP, PSK, -90,        3,        3,   0.  0.  0.  0,   7, Anuj 5g, 
56:BD:79:C4:A8:DD, 2025-12-31 12:04:02, 2025-12-31 12:05:53, 11,  54, WEP, WEP,   , -86,        0,        0,   0.  0.  0.  0,   7, DIRECT-, 
48:00:33:97:0B:87, 2025-12-31 12:05:23, 2025-12-31 12:24:52,  8,  -1, WPA, ,   ,  -1,        0,        2,   0.  0.  0.  0,   0, , 
74:EE:2A:DA:6E:8A, 2025-12-31 12:24:59, 2025-12-31 12:24:59,  1,  -1, WPA, ,   ,  -1,        0,        2,   0.  0.  0.  0,   0, , 

Station MAC, First time seen, Last time seen, Power, # packets, BSSID, Probed ESSIDs
6A:19:65:4C:80:2E, 2025-12-31 10:44:37, 2025-12-31 10:44:38, -87,        3, (not associated) ,Yatish_5G
CA:EC:84:65:4D:C7, 2025-12-31 10:44:39, 2025-12-31 10:54:41, -86,       25, (not associated) ,Yatish_5G
DE:AB:EF:6E:D8:66, 2025-12-31 10:44:43, 2025-12-31 10:44:43, -83,        3, (not associated) ,
B6:6B:AC:69:D4:3A, 2025-12-31 10:44:43, 2025-12-31 10:44:43, -90,        1, (not associated) ,Yatish_5G
92:10:DE:3E:27:81, 2025-12-31 10:44:47, 2025-12-31 12:21:55, -88,        4, (not associated) ,SGHMS.JIO_5G
72:83:D4:F4:01:54, 2025-12-31 10:44:49, 2025-12-31 10:44:49, -75,        2, (not associated) ,
E6:76:34:70:9B:F4, 2025-12-31 10:44:51, 2025-12-31 10:44:51, -81,        3, (not associated) ,
22:C1:59:F9:0F:E9, 2025-12-31 10:44:53, 2025-12-31 10:46:09, -88,      532, FC:22:F4:2E:A0:62,Dhairya
56:52:73:8C:67:DE, 2025-12-31 10:45:05, 2025-12-31 12:26:47,  -1,       21, 74:DA:88:F3:9A:54,
42:1B:C8:3A:54:9D, 2025-12-31 10:45:07, 2025-12-31 10:45:07, -90,        1, (not associated) ,
1A:34:C5:6C:2E:DA, 2025-12-31 10:45:08, 2025-12-31 10:45:08, -89,        2, (not associated) ,
4E:AD:15:40:9E:EA, 2025-12-31 10:45:18, 2025-12-31 12:00:02,  -1,      166, AC:15:A2:66:F5:CD,
94:B6:09:2C:C3:B0, 2025-12-31 10:45:18, 2025-12-31 23:26:05, -80,       33, (not associated) ,Indigo,Jaspreet57_5G
3A:55:58:53:DD:29, 2025-12-31 10:45:25, 2025-12-31 12:31:43, -84,      680, C0:8F:20:0F:BE:2B,Skyworth_0AE195
9E:51:AA:9F:D4:8F, 2025-12-31 10:45:28, 2025-12-31 10:45:28, -91,        1, (not associated) ,
A2:91:E9:76:CC:01, 2025-12-31 10:45:32, 2025-12-31 10:45:32, -88,       11, (not associated) ,Sarab 1st floor,Ricky
EC:93:7D:DF:C2:A7, 2025-12-31 10:45:41, 2025-12-31 12:27:12,  -1,       49, 50:2B:73:97:41:61,
AC:CF:23:6E:EB:4D, 2025-12-31 10:45:47, 2025-12-31 12:22:09,  -1,       13, B0:7F:B9:44:83:6D,
FE:F0:72:6D:73:B4, 2025-12-31 10:45:49, 2025-12-31 10:45:49, -90,        1, (not associated) ,
02:89:F0:2A:41:C2, 2025-12-31 10:45:54, 2025-12-31 10:45:54, -87,        4, (not associated) ,Shivay1_5G
4A:0D:53:40:89:D6, 2025-12-31 10:45:59, 2025-12-31 10:45:59, -82,        2, (not associated) ,
9E:51:AA:2A:40:3C, 2025-12-31 10:46:03, 2025-12-31 10:46:03, -88,        2, (not associated) ,JioFi3_B50317
EE:D8:0B:08:4E:E5, 2025-12-31 10:46:10, 2025-12-31 10:46:10, -90,        2, (not associated) ,Shivay1_5G,shivay_5G
CA:9B:D7:91:75:4A, 2025-12-31 10:46:32, 2025-12-31 10:46:32, -90,        1, (not associated) ,Ricky
32:B6:4D:E1:C8:CC, 2025-12-31 10:46:46, 2025-12-31 10:46:46, -91,        2, (not associated) ,
E2:F3:03:67:35:BF, 2025-12-31 10:46:53, 2025-12-31 10:46:53, -91,        2, (not associated) ,
62:7C:84:C7:94:33, 2025-12-31 10:47:21, 2025-12-31 10:47:21, -90,        1, (not associated) ,
9E:51:AA:B4:A5:EA, 2025-12-31 10:47:29, 2025-12-31 10:47:29, -88,        1, (not associated) ,JioFi3_B50317
5E:8A:54:69:02:55, 2025-12-31 10:47:31, 2025-12-31 10:47:31, -89,        2, (not associated) ,
1A:9D:7D:0F:D7:2E, 2025-12-31 10:47:55, 2025-12-31 10:47:55, -88,        2, (not associated) ,
D2:EC:46:DE:F6:A6, 2025-12-31 10:48:01, 2025-12-31 10:48:01, -84,        2, (not associated) ,
52:4F:84:A3:16:22, 2025-12-31 10:48:01, 2025-12-31 10:48:01, -84,        2, (not associated) ,
7E:50:A4:7A:E8:3D, 2025-12-31 10:48:09, 2025-12-31 10:48:09, -85,        4, (not associated) ,
9E:51:AA:12:4E:FC, 2025-12-31 10:48:12, 2025-12-31 10:48:12, -89,        1, (not associated) ,
6E:DD:D0:E5:2D:AC, 2025-12-31 10:48:13, 2025-12-31 10:48:13,  -1,        1, 4C:93:A6:8A:D0:82,
6E:DE:29:A6:0D:37, 2025-12-31 10:48:16, 2025-12-31 10:48:16, -85,        2, (not associated) ,
DE:0A:57:AB:20:CE, 2025-12-31 10:48:31, 2025-12-31 10:52:21, -74,      325, 4C:93:A6:8A:D0:82,LAKSHYA
7A:67:9C:A3:64:53, 2025-12-31 10:48:37, 2025-12-31 12:31:05,  -1,        6, 74:DA:88:F3:9A:54,
72:08:86:0E:9D:D2, 2025-12-31 10:48:40, 2025-12-31 10:48:40, -90,        2, (not associated) ,
CA:B6:CE:D6:53:30, 2025-12-31 10:48:49, 2025-12-31 10:48:49, -90,        1, (not associated) ,
72:C1:F0:3B:B1:73, 2025-12-31 10:48:52, 2025-12-31 10:48:52, -90,        2, (not associated) ,
DE:59:37:AA:6E:E5, 2025-12-31 10:49:07, 2025-12-31 10:49:07, -80,        1, (not associated) ,
0A:FC:F3:03:E4:4A, 2025-12-31 10:49:13, 2025-12-31 10:49:13, -88,        1, (not associated) ,
4E:F5:11:D5:07:E0, 2025-12-31 10:49:26, 2025-12-31 10:49:34, -89,      195, FC:22:F4:2E:A0:62,Dhairya
BE:18:43:F2:3F:7D, 2025-12-31 10:49:34, 2025-12-31 10:49:34, -91,        1, (not associated) ,
6E:9F:42:36:93:7F, 2025-12-31 10:50:11, 2025-12-31 10:50:11, -83,        1, (not associated) ,
CA:B0:CF:B2:AA:E3, 2025-12-31 10:50:28, 2025-12-31 10:50:28, -89,        1, (not associated) ,
26:F7:8B:C9:F1:B2, 2025-12-31 10:50:36, 2025-12-31 10:50:36, -88,        1, (not associated) ,
AE:2D:93:C4:27:E1, 2025-12-31 10:50:36, 2025-12-31 10:50:36, -85,        1, (not associated) ,
7A:2F:08:76:48:35, 2025-12-31 10:50:47, 2025-12-31 12:25:12, -89,        7, (not associated) ,SGHMS.JIO
FA:15:9B:8F:16:A5, 2025-12-31 10:50:48, 2025-12-31 10:50:48, -87,        1, (not associated) ,
22:23:E0:58:AB:45, 2025-12-31 10:50:58, 2025-12-31 10:50:58, -88,        1, (not associated) ,
DE:B9:CB:D0:51:40, 2025-12-31 10:51:22, 2025-12-31 10:51:22, -88,        1, (not associated) ,
02:68:D5:E8:A2:09, 2025-12-31 10:51:30, 2025-12-31 10:51:30, -83,        4, (not associated) ,
7A:8A:EA:A2:11:00, 2025-12-31 10:51:42, 2025-12-31 10:51:42, -86,        1, (not associated) ,
C2:54:8A:B8:C3:3E, 2025-12-31 10:51:53, 2025-12-31 10:51:53, -85,        2, (not associated) ,
F2:7C:FE:02:B2:3F, 2025-12-31 10:51:56, 2025-12-31 10:51:56, -86,        4, (not associated) ,
5A:0C:A8:43:61:2D, 2025-12-31 10:52:02, 2025-12-31 10:52:02, -79,        3, (not associated) ,
EA:90:A3:D2:FF:27, 2025-12-31 10:52:51, 2025-12-31 10:52:51, -90,        1, (not associated) ,
B6:10:05:89:F5:01, 2025-12-31 10:53:17, 2025-12-31 10:53:18, -83,        3, (not associated) ,
AE:78:ED:60:73:68, 2025-12-31 10:53:18, 2025-12-31 10:53:18, -89,        1, (not associated) ,
9E:51:AA:92:4E:5C, 2025-12-31 10:53:31, 2025-12-31 10:53:31, -90,        1, (not associated) ,JioFi3_B50317
44:FA:66:1B:58:08, 2025-12-31 10:53:52, 2025-12-31 10:55:18, -81,      103, 4C:22:F3:E4:D6:1F,
E2:4C:CD:A2:26:33, 2025-12-31 10:53:55, 2025-12-31 10:53:55, -90,        2, (not associated) ,
CA:F2:23:B9:2F:42, 2025-12-31 10:54:02, 2025-12-31 10:54:02, -89,        2, (not associated) ,
9E:51:AA:15:20:63, 2025-12-31 10:54:02, 2025-12-31 10:54:02, -90,        2, (not associated) ,JioFi3_B50317
0E:FF:FD:13:8B:20, 2025-12-31 10:54:03, 2025-12-31 10:54:14,  -1,       22, 50:2B:73:97:41:61,
6E:62:98:4E:E2:87, 2025-12-31 10:54:16, 2025-12-31 10:54:16, -92,        1, (not associated) ,
3A:25:04:49:3F:B6, 2025-12-31 10:54:18, 2025-12-31 10:54:18, -90,        2, (not associated) ,
C6:7A:C9:F8:3B:BD, 2025-12-31 10:54:20, 2025-12-31 10:54:20, -86,        1, (not associated) ,
CE:07:92:C3:F1:8A, 2025-12-31 10:54:21, 2025-12-31 10:54:21, -88,        1, (not associated) ,
06:8D:B3:39:37:32, 2025-12-31 10:54:25, 2025-12-31 10:54:25, -89,        1, (not associated) ,
82:BF:38:DE:CF:F1, 2025-12-31 10:54:42, 2025-12-31 10:54:42, -88,        1, (not associated) ,
90:CD:B6:7D:B1:ED, 2025-12-31 10:54:47, 2025-12-31 12:18:21,  -1,       17, 50:2B:73:97:41:61,
32:9F:DB:E8:B1:84, 2025-12-31 10:54:57, 2025-12-31 10:54:57, -82,        1, (not associated) ,
86:7E:B0:D1:B2:77, 2025-12-31 10:55:03, 2025-12-31 10:55:39,  -1,        3, AC:15:A2:66:F5:CD,
7A:8A:EA:D5:C5:35, 2025-12-31 10:55:20, 2025-12-31 10:55:20, -86,        2, (not associated) ,
BE:0D:73:7A:AE:70, 2025-12-31 10:55:24, 2025-12-31 11:42:11, -81,        4, (not associated) ,
06:28:EC:ED:ED:AC, 2025-12-31 10:55:31, 2025-12-31 10:55:31, -86,        3, (not associated) ,
A2:9C:69:1C:0B:F6, 2025-12-31 10:55:38, 2025-12-31 10:55:38, -89,        1, (not associated) ,
DA:74:3C:84:16:26, 2025-12-31 10:55:45, 2025-12-31 10:55:45, -83,        4, (not associated) ,
FA:62:37:62:67:D0, 2025-12-31 10:55:53, 2025-12-31 10:55:53, -90,        4, (not associated) ,
6A:E7:C6:52:A2:BC, 2025-12-31 10:56:06, 2025-12-31 10:56:06, -89,        1, (not associated) ,
0A:09:16:BB:3F:E6, 2025-12-31 10:57:19, 2025-12-31 10:57:20, -89,        2, (not associated) ,
6A:FF:7D:8F:F3:DC, 2025-12-31 10:58:10, 2025-12-31 10:58:10, -90,        2, (not associated) ,
76:7F:A0:C5:83:0C, 2025-12-31 10:58:12, 2025-12-31 10:58:12, -88,        1, (not associated) ,
9E:51:AA:52:A3:68, 2025-12-31 10:58:17, 2025-12-31 10:58:17, -89,        1, (not associated) ,JioFi3_B50317
02:AE:36:68:71:90, 2025-12-31 10:58:21, 2025-12-31 10:58:21, -86,        2, (not associated) ,
9E:51:AA:98:A0:60, 2025-12-31 10:58:26, 2025-12-31 10:58:26, -87,        2, (not associated) ,JioFi3_B50317
36:85:00:C0:5E:31, 2025-12-31 10:58:27, 2025-12-31 10:58:27, -86,        2, (not associated) ,JioFi3_B50317
F2:6C:80:AE:A0:BD, 2025-12-31 10:58:34, 2025-12-31 10:58:34, -89,        1, (not associated) ,JioFi3_B50317
9E:51:AA:D5:99:AB, 2025-12-31 10:58:38, 2025-12-31 10:58:38, -86,        2, (not associated) ,JioFi3_B50317
9E:CA:FF:62:79:A9, 2025-12-31 10:58:48, 2025-12-31 10:58:48, -89,        2, (not associated) ,JioFi3_B50317
D2:29:A5:D1:92:1C, 2025-12-31 11:31:05, 2025-12-31 11:33:41, -92,        8, (not associated) ,
92:D9:4C:9C:DA:4D, 2025-12-31 11:31:06, 2025-12-31 11:31:06, -86,        5, (not associated) ,
B6:A1:9D:9E:39:A1, 2025-12-31 11:31:17, 2025-12-31 11:31:17, -80,        1, (not associated) ,
AE:C8:BE:C2:F3:87, 2025-12-31 11:31:23, 2025-12-31 11:31:23, -73,        2, (not associated) ,
86:24:DB:7C:26:28, 2025-12-31 11:31:24, 2025-12-31 11:31:24, -85,        1, (not associated) ,
1E:CA:CD:E2:2C:08, 2025-12-31 11:31:34, 2025-12-31 11:31:34, -88,        1, (not associated) ,
EE:77:29:54:EA:B5, 2025-12-31 11:31:38, 2025-12-31 11:31:38, -63,        6, (not associated) ,
16:3E:74:29:95:A7, 2025-12-31 11:31:42, 2025-12-31 11:32:13, -89,        2, (not associated) ,
72:66:15:77:26:62, 2025-12-31 11:32:07, 2025-12-31 11:42:17, -89,       23, D6:3D:60:D9:D7:BE,Blessings5G
DA:A8:79:C5:9D:4B, 2025-12-31 11:32:19, 2025-12-31 11:32:19, -91,        1, (not associated) ,
72:50:F4:D7:7D:6E, 2025-12-31 11:32:19, 2025-12-31 11:32:19, -87,        1, (not associated) ,
E6:0E:14:29:27:10, 2025-12-31 11:32:25, 2025-12-31 11:32:26, -80,        2, (not associated) ,
DE:90:C5:BB:BB:8C, 2025-12-31 11:32:32, 2025-12-31 11:32:32, -80,        1, (not associated) ,
36:1A:54:1D:75:59, 2025-12-31 11:32:35, 2025-12-31 11:32:35, -92,        1, (not associated) ,
8A:AD:D7:6E:F8:A0, 2025-12-31 11:32:45, 2025-12-31 11:32:45, -88,        1, (not associated) ,
94:EC:13:61:67:A4, 2025-12-31 11:32:54, 2025-12-31 12:27:54, -88,       15, 48:00:33:97:0B:87,
BE:46:3C:72:1E:E5, 2025-12-31 11:32:56, 2025-12-31 11:32:56, -86,        1, (not associated) ,
1A:BD:D3:B2:FE:40, 2025-12-31 11:33:12, 2025-12-31 11:33:12, -88,        2, (not associated) ,
12:C6:7D:6B:86:7D, 2025-12-31 11:33:13, 2025-12-31 11:33:13, -88,        2, (not associated) ,
D2:20:07:37:ED:19, 2025-12-31 11:33:31, 2025-12-31 11:33:31, -85,        4, (not associated) ,
82:D6:90:9B:5B:F0, 2025-12-31 11:33:34, 2025-12-31 11:33:34, -89,        1, (not associated) ,
94:EC:13:7E:16:58, 2025-12-31 11:33:52, 2025-12-31 12:30:32,  -1,        2, 20:0C:86:9D:B4:E9,
24:6A:0E:33:30:CC, 2025-12-31 11:34:13, 2025-12-31 11:58:43,  -1,        3, FC:9F:2A:27:D0:E7,
FA:15:29:35:EB:36, 2025-12-31 11:34:21, 2025-12-31 11:34:21, -89,        1, (not associated) ,
9E:5B:91:42:E1:4D, 2025-12-31 11:34:30, 2025-12-31 11:34:30, -88,        2, (not associated) ,OnePlus Nord 4
C2:37:6C:90:38:4A, 2025-12-31 11:34:37, 2025-12-31 11:34:37, -91,        1, (not associated) ,
0E:1F:AA:C4:AA:B6, 2025-12-31 11:34:40, 2025-12-31 11:34:40, -89,        1, (not associated) ,
00:71:47:09:68:96, 2025-12-31 11:35:03, 2025-12-31 11:35:03,  -1,        3, E8:65:D4:9A:F0:09,
C6:25:0F:BA:23:3A, 2025-12-31 11:35:41, 2025-12-31 11:44:14,  -1,        5, 74:DA:DA:EB:B8:30,
6E:6A:1B:ED:08:E5, 2025-12-31 11:35:48, 2025-12-31 11:37:00, -91,        2, 74:DA:DA:EB:B8:30,
72:42:10:7D:62:FE, 2025-12-31 11:36:47, 2025-12-31 11:36:47, -90,        1, (not associated) ,
FE:29:01:96:A8:7C, 2025-12-31 11:37:07, 2025-12-31 11:37:08, -82,        4, (not associated) ,
E6:0E:14:0B:0C:0B, 2025-12-31 11:37:27, 2025-12-31 11:37:27, -79,        1, (not associated) ,
02:29:2F:9E:3F:45, 2025-12-31 11:37:27, 2025-12-31 11:37:27, -89,        1, (not associated) ,
B2:44:7C:06:96:7B, 2025-12-31 11:37:34, 2025-12-31 11:41:34,  -1,        2, 10:55:E4:C7:01:C2,
DA:A1:19:1B:10:4A, 2025-12-31 11:37:46, 2025-12-31 11:37:46, -90,        1, (not associated) ,
DA:A1:19:95:03:A4, 2025-12-31 11:37:49, 2025-12-31 11:37:49, -92,        1, (not associated) ,Jarnail Singh
C6:B2:79:0B:E2:48, 2025-12-31 11:38:00, 2025-12-31 11:38:00, -88,        1, (not associated) ,
52:13:08:48:F5:95, 2025-12-31 11:38:15, 2025-12-31 11:38:15, -90,        2, (not associated) ,JioAirfiberA6
BC:6E:E2:03:6A:7F, 2025-12-31 11:38:17, 2025-12-31 12:06:25, -84,      118, (not associated) ,DIRECT-
52:13:08:26:93:E3, 2025-12-31 11:38:19, 2025-12-31 11:38:19, -90,        1, (not associated) ,JioAirfiberA6
00:0C:E7:72:6B:1A, 2025-12-31 11:38:30, 2025-12-31 11:38:30, -89,        1, (not associated) ,Redmi 12 5G
52:13:08:A4:C6:1F, 2025-12-31 11:38:38, 2025-12-31 11:39:59, -87,        3, (not associated) ,
4E:41:BE:5D:47:C5, 2025-12-31 11:38:47, 2025-12-31 11:38:47, -90,        2, (not associated) ,Nishant-5GHz
5A:85:62:1B:0C:7E, 2025-12-31 11:39:14, 2025-12-31 12:27:58, -84,        5, 4C:22:F3:E4:D6:1F,
52:13:08:9C:BB:39, 2025-12-31 11:39:17, 2025-12-31 11:39:17, -90,        3, (not associated) ,Excitel_JMD Library -2   4G,vivo T1 5G
9E:FB:E8:BB:3C:98, 2025-12-31 11:39:25, 2025-12-31 11:39:25,  -1,        3, 10:55:E4:C7:01:C2,
52:13:08:5F:8D:4D, 2025-12-31 11:39:50, 2025-12-31 11:39:50, -88,        1, (not associated) ,JioAirfiberA6
E2:B8:FE:94:59:9A, 2025-12-31 11:39:53, 2025-12-31 11:39:53, -88,        1, (not associated) ,
52:13:08:CF:0E:CD, 2025-12-31 11:39:56, 2025-12-31 11:39:56, -89,        1, (not associated) ,JioAirfiberA6
DA:2C:46:FB:0C:9D, 2025-12-31 11:40:00, 2025-12-31 11:40:00, -88,        2, (not associated) ,
A2:CC:51:F6:06:D3, 2025-12-31 11:40:02, 2025-12-31 12:17:27,  -1,       35, 50:2B:73:97:41:61,
7E:BD:07:AE:24:73, 2025-12-31 11:40:39, 2025-12-31 11:40:39, -63,        1, (not associated) ,
06:BF:22:0C:89:1B, 2025-12-31 11:40:51, 2025-12-31 12:21:59,  -1,        5, 20:0C:86:9D:B4:E9,
1A:BE:CC:31:8E:F0, 2025-12-31 11:41:16, 2025-12-31 11:41:45,  -1,       15, E8:65:D4:9A:F0:09,
6E:7A:D9:54:92:41, 2025-12-31 11:41:25, 2025-12-31 11:41:25, -86,        2, (not associated) ,
5A:D0:8F:AB:E3:8D, 2025-12-31 11:41:26, 2025-12-31 11:42:06, -74,      220, C0:8F:20:0F:BE:2B,
42:55:57:BD:3D:A8, 2025-12-31 11:41:38, 2025-12-31 11:41:38, -90,        1, (not associated) ,
F6:F6:CF:E3:30:4C, 2025-12-31 11:41:55, 2025-12-31 11:41:55, -82,        1, (not associated) ,
FE:29:01:A1:8B:93, 2025-12-31 11:42:09, 2025-12-31 11:42:10, -86,        6, (not associated) ,
C2:DF:8B:2F:6C:DD, 2025-12-31 11:42:13, 2025-12-31 11:42:13, -86,        1, (not associated) ,
52:14:9D:15:30:0A, 2025-12-31 11:42:14, 2025-12-31 11:42:14, -91,        2, (not associated) ,
8E:7C:77:44:34:30, 2025-12-31 11:42:40, 2025-12-31 11:42:40, -65,        3, (not associated) ,
B6:53:90:28:A3:89, 2025-12-31 11:42:48, 2025-12-31 11:42:49, -64,        4, (not associated) ,
